측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),이산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
2020-01-01,강남구,0.037,0.003,0.7,0.003,30,22
2020-01-01,강동구,0.036,0.005,0.5,0.003,35,27
2020-01-01,강북구,0.045,0.004,0.6,0.003,40,26
2020-01-01,강서구,0.04,0.004,0.6,0.005,38,22
2020-01-01,관악구,0.042,0.011,0.6,0.003,33,21
2020-01-01,광진구,0.031,0.003,0.6,0.002,28,16
2020-01-01,구로구,0.034,0.008,0.4,0.004,30,23
2020-01-01,금천구,0.038,0.003,0.6,0.004,29,26
2020-01-01,노원구,0.036,0.005,0.6,0.004,27,23
2020-01-01,도봉구,0.031,0.005,0.7,0.002,30,20
2020-01-01,동대문구,0.039,0.003,0.7,0.003,32,19
2020-01-01,동작구,0.039,0.004,0.6,0.003,38,25
2020-01-01,마포구,0.042,0.003,0.7,0.003,30,22
2020-01-01,서대문구,0.038,0.004,0.8,0.004,32,17
2020-01-01,서초구,0.046,0.008,0.5,0.003,37,23
2020-01-01,성동구,0.04,0.003,0.6,0.003,31,22
2020-01-01,성북구,0.044,0.004,0.9,0.003,32,21
2020-01-01,송파구,0.037,0.004,0.6,0.003,31,21
2020-01-01,양천구,0.042,0.003,0.7,0.004,40,26
2020-01-01,영등포구,0.039,0.003,0.9,0.003,32,22
2020-01-01,용산구,0.033,0.004,0.6,0.003,28,23
2020-01-01,은평구,0.035,0.003,0.7,0.003,32,20
2020-01-01,종로구,0.04,0.003,0.7,0.003,34,24
2020-01-01,중구,0.037,0.003,0.6,0.003,34,28
2020-01-01,중랑구,0.036,0.005,0.6,0.003,31,16
2020-01-02,강남구,0.042,0.003,0.8,0.004,56,42
2020-01-02,강동구,0.041,0.003,0.7,0.003,66,49
2020-01-02,강북구,0.044,0.006,0.8,0.003,62,43
2020-01-02,강서구,0.046,0.003,0.8,0.005,67,38
2020-01-02,관악구,0.046,0.009,0.8,0.004,56,37
2020-01-02,광진구,0.037,0.004,0.8,0.003,73,38
2020-01-02,구로구,0.036,0.007,0.5,0.004,56,41
2020-01-02,금천구,0.045,0.002,0.7,0.004,53,46
2020-01-02,노원구,0.044,0.005,0.8,0.005,47,40
2020-01-02,도봉구,0.033,0.007,0.9,0.003,53,34
2020-01-02,동대문구,0.041,0.003,0.8,0.003,52,36
2020-01-02,동작구,0.045,0.004,0.7,0.004,63,44
2020-01-02,마포구,0.048,0.003,0.8,0.004,51,38
2020-01-02,서대문구,0.04,0.004,1,0.004,60,31
2020-01-02,서초구,0.051,0.008,0.6,0.004,69,43
2020-01-02,성동구,0.043,0.003,0.7,0.004,55,39
2020-01-02,성북구,0.048,0.004,1,0.004,60,37
2020-01-02,송파구,0.043,0.003,0.8,0.004,56,38
2020-01-02,양천구,0.045,0.002,0.8,0.005,68,44
2020-01-02,영등포구,0.044,0.003,1.1,0.004,54,39
2020-01-02,용산구,0.036,0.003,0.7,0.003,53,43
2020-01-02,은평구,0.037,0.003,0.9,0.003,56,34
2020-01-02,종로구,0.043,0.003,0.9,0.004,59,45
2020-01-02,중구,0.041,0.003,0.8,0.004,58,47
2020-01-02,중랑구,0.041,0.004,0.8,0.003,59,32
2020-01-03,강남구,0.041,0.01,0.8,0.004,61,46
2020-01-03,강동구,0.046,0.007,0.9,0.003,76,56
2020-01-03,강북구,0.038,0.013,0.8,0.003,66,45
2020-01-03,강서구,0.042,0.009,0.8,0.007,90,48
2020-01-03,관악구,0.044,0.008,0.9,0.005,71,47
2020-01-03,광진구,0.037,0.007,0.9,0.003,64,36
2020-01-03,구로구,0.036,0.014,0.6,0.005,70,47
2020-01-03,금천구,0.042,0.009,0.9,0.004,65,55
2020-01-03,노원구,0.044,0.008,1,0.005,55,46
2020-01-03,도봉구,0.026,0.017,0.8,0.003,56,35
2020-01-03,동대문구,0.037,0.01,0.8,0.004,60,42
2020-01-03,동작구,0.045,0.008,0.8,0.004,82,54
2020-01-03,마포구,0.042,0.008,0.9,0.004,66,51
2020-01-03,서대문구,0.035,0.01,1.2,0.007,68,35
2020-01-03,서초구,0.047,0.014,0.6,0.005,79,49
2020-01-03,성동구,0.04,0.009,0.8,0.004,63,46
2020-01-03,성북구,0.044,0.009,1,0.004,63,41
2020-01-03,송파구,0.045,0.007,0.9,0.004,63,43
2020-01-03,양천구,0.042,0.008,0.9,0.006,84,56
2020-01-03,영등포구,0.042,0.007,1.2,0.004,68,48
2020-01-03,용산구,0.034,0.009,0.8,0.004,63,47
2020-01-03,은평구,0.03,0.007,0.9,0.003,65,38
2020-01-03,종로구,0.037,0.01,0.8,0.004,66,48
2020-01-03,중구,0.034,0.011,0.8,0.004,65,53
2020-01-03,중랑구,0.041,0.009,0.8,0.003,65,36
2020-01-04,강남구,0.045,0.012,0.9,0.004,54,40
2020-01-04,강동구,0.044,0.01,0.9,0.004,63,47
2020-01-04,강북구,0.04,0.016,0.8,0.004,56,40
2020-01-04,강서구,0.051,0.012,1.1,0.006,70,38
2020-01-04,관악구,0.052,0.009,1,0.004,55,36
2020-01-04,광진구,0.037,0.01,1,0.003,54,30
2020-01-04,구로구,0.04,0.015,0.7,0.005,57,38
2020-01-04,금천구,0.046,0.009,0.9,0.004,48,43
2020-01-04,노원구,0.048,0.009,1,0.006,49,41
2020-01-04,도봉구,0.034,0.016,1,0.003,50,32
2020-01-04,동대문구,0.043,0.012,0.8,0.004,52,35
2020-01-04,동작구,0.049,0.01,0.8,0.004,68,41
2020-01-04,마포구,0.057,0.014,1.2,0.005,55,44
2020-01-04,서대문구,0.039,0.013,1.2,0.006,53,28
2020-01-04,서초구,0.053,0.017,0.8,0.004,62,40
2020-01-04,성동구,0.043,0.012,0.9,0.005,54,40
2020-01-04,성북구,0.048,0.013,1,0.004,52,34
2020-01-04,송파구,0.05,0.008,1,0.005,55,38
2020-01-04,양천구,0.054,0.011,1,0.006,68,46
2020-01-04,영등포구,0.052,0.01,1.4,0.004,56,39
2020-01-04,용산구,0.038,0.011,0.9,0.004,53,40
2020-01-04,은평구,0.028,0.019,0.9,0.004,52,28
2020-01-04,종로구,0.043,0.013,1,0.005,56,41
2020-01-04,중구,0.04,0.014,0.9,0.004,53,44
2020-01-04,중랑구,0.046,0.01,1,0.004,57,32
2020-01-05,강남구,0.045,0.008,0.9,0.004,45,34
2020-01-05,강동구,0.043,0.008,0.8,0.003,57,41
2020-01-05,강북구,0.045,0.01,0.9,0.004,58,40
2020-01-05,강서구,0.04,0.012,0.8,0.006,64,36
2020-01-05,관악구,0.053,0.006,1,0.005,53,36
2020-01-05,광진구,0.035,0.008,0.9,0.004,47,27
2020-01-05,구로구,0.042,0.011,0.6,0.005,50,38
2020-01-05,금천구,0.048,0.006,0.9,0.004,45,41
2020-01-05,노원구,0.049,0.006,1.1,0.006,47,40
2020-01-05,도봉구,0.039,0.008,1,0.004,52,31
2020-01-05,동대문구,0.049,0.006,0.7,0.004,48,33
2020-01-05,동작구,0.053,0.006,0.9,0.004,64,40
2020-01-05,마포구,0.051,0.011,0.8,0.004,50,40
2020-01-05,서대문구,0.043,0.008,1.3,0.008,53,29
2020-01-05,서초구,0.058,0.01,0.7,0.004,60,37
2020-01-05,성동구,0.043,0.008,0.8,0.004,46,35
2020-01-05,성북구,0.054,0.006,1.1,0.004,51,36
2020-01-05,송파구,0.045,0.007,0.9,0.004,47,33
2020-01-05,양천구,0.046,0.009,0.9,0.006,60,43
2020-01-05,영등포구,0.047,0.007,1.2,0.004,50,36
2020-01-05,용산구,0.038,0.007,0.8,0.004,44,35
2020-01-05,은평구,0.038,0.009,0.9,0.003,52,29
2020-01-05,종로구,0.048,0.007,1,0.005,53,39
2020-01-05,중구,0.046,0.006,0.9,0.004,52,43
2020-01-05,중랑구,0.039,0.01,0.8,0.004,51,28
2020-01-06,강남구,0.041,0.005,0.7,0.003,38,28
2020-01-06,강동구,0.04,0.005,0.7,0.003,44,33
2020-01-06,강북구,0.044,0.008,0.7,0.003,40,28
2020-01-06,강서구,0.048,0.004,0.8,0.004,49,28
2020-01-06,관악구,0.049,0.002,0.8,0.003,43,29
2020-01-06,광진구,0.03,0.007,0.8,0.003,35,20
2020-01-06,구로구,0.038,0.007,0.5,0.004,39,30
2020-01-06,금천구,0.044,0.005,0.7,0.004,34,31
2020-01-06,노원구,0.044,0.005,0.8,0.005,36,30
2020-01-06,도봉구,0.037,0.005,0.8,0.003,37,24
2020-01-06,동대문구,0.047,0.003,0.6,0.003,40,27
2020-01-06,동작구,0.049,0.004,0.7,0.003,57,35
2020-01-06,마포구,0.044,0.009,0.6,0.003,35,28
2020-01-06,서대문구,0.025,0.017,0.6,0.003,29,16
2020-01-06,서초구,0.05,0.009,0.5,0.003,44,29
2020-01-06,성동구,0.036,0.008,0.6,0.005,37,28
2020-01-06,성북구,0.05,0.004,0.9,0.004,41,27
2020-01-06,송파구,0.044,0.003,0.8,0.004,42,29
2020-01-06,양천구,0.049,0.003,0.8,0.005,48,32
2020-01-06,영등포구,0.047,0.003,1.1,0.003,42,30
2020-01-06,용산구,0.035,0.005,0.7,0.003,35,28
2020-01-06,은평구,0.011,0.029,0.6,0.002,17,11
2020-01-06,종로구,0.045,0.004,0.9,0.004,41,31
2020-01-06,중구,0.041,0.004,0.8,0.004,41,34
2020-01-06,중랑구,0.036,0.008,0.7,0.003,39,21
2020-01-07,강남구,0.029,0.011,0.5,0.002,6,4
2020-01-07,강동구,0.022,0.014,0.4,0.003,6,6
2020-01-07,강북구,0.037,0.01,0.5,0.003,10,7
2020-01-07,강서구,0.034,0.007,0.6,0.003,11,7
2020-01-07,관악구,0.038,0.005,0.6,0.003,10,6
2020-01-07,광진구,0.018,0.014,0.6,0.003,5,5
2020-01-07,구로구,0.029,0.011,0.4,0.003,9,8
2020-01-07,금천구,0.029,0.009,0.5,0.002,6,6
2020-01-07,노원구,0.035,0.004,0.6,0.004,14,12
2020-01-07,도봉구,0.026,0.012,0.5,0.002,8,8
2020-01-07,동대문구,0.037,0.005,0.6,0.002,12,6
2020-01-07,동작구,0.038,0.007,0.6,0.002,12,6
2020-01-07,마포구,0.028,0.013,0.5,0.002,7,5
2020-01-07,서대문구,0.01,0.026,0.4,0.002,3,1
2020-01-07,서초구,0.037,0.012,0.4,0.002,7,7
2020-01-07,성동구,0.032,0.007,0.5,0.005,13,10
2020-01-07,성북구,0.037,0.007,0.7,0.003,12,7
2020-01-07,송파구,0.035,0.006,0.6,0.003,7,4
2020-01-07,양천구,0.035,0.007,0.6,0.004,10,6
2020-01-07,영등포구,0.034,0.007,0.8,0.002,10,6
2020-01-07,용산구,0.025,0.008,0.5,0.002,4,6
2020-01-07,은평구,0.023,0.013,0.8,0.002,8,7
2020-01-07,종로구,0.032,0.007,0.7,0.003,10,8
2020-01-07,중구,0.031,0.008,0.5,0.003,9,8
2020-01-07,중랑구,0.031,0.009,0.5,0.002,10,4
2020-01-08,강남구,0.026,0.015,0.6,0.002,20,16
2020-01-08,강동구,0.026,0.013,0.6,0.003,25,21
2020-01-08,강북구,0.027,0.018,0.5,0.002,22,17
2020-01-08,강서구,0.018,0.019,0.5,0.005,29,19
2020-01-08,관악구,0.026,0.014,0.6,0.003,30,21
2020-01-08,광진구,0.024,0.012,0.8,0.003,25,17
2020-01-08,구로구,0.02,0.021,0.4,0.003,25,21
2020-01-08,금천구,0.023,0.015,0.6,0.003,29,25
2020-01-08,노원구,0.021,0.015,0.6,0.004,21,19
2020-01-08,도봉구,0.016,0.023,0.6,0.002,20,13
2020-01-08,동대문구,0.023,0.015,0.6,0.002,22,17
2020-01-08,동작구,0.024,0.016,0.5,0.002,34,23
2020-01-08,마포구,0.023,0.016,0.5,0.003,29,23
2020-01-08,서대문구,0.021,0.017,0.7,0.002,24,14
2020-01-08,서초구,0.027,0.021,0.4,0.002,35,22
2020-01-08,성동구,0.026,0.014,0.5,0.003,25,21
2020-01-08,성북구,0.027,0.014,0.8,0.002,24,17
2020-01-08,송파구,0.028,0.012,0.6,0.003,25,20
2020-01-08,양천구,0.024,0.016,0.6,0.004,28,21
2020-01-08,영등포구,0.021,0.015,0.8,0.003,24,20
2020-01-08,용산구,0.021,0.013,0.6,0.003,21,19
2020-01-08,은평구,0.016,0.02,0.8,0.002,24,15
2020-01-08,종로구,0.023,0.014,0.6,0.003,26,21
2020-01-08,중구,0.021,0.016,0.6,0.003,22,21
2020-01-08,중랑구,0.027,0.011,0.6,0.002,25,15
2020-01-09,강남구,0.025,0.021,0.7,0.003,46,40
2020-01-09,강동구,0.025,0.019,0.6,0.004,54,47
2020-01-09,강북구,0.023,0.024,0.6,0.003,53,43
2020-01-09,강서구,0.019,0.024,0.6,0.004,58,38
2020-01-09,관악구,0.026,0.019,0.6,0.003,50,38
2020-01-09,광진구,0.019,0.021,0.8,0.003,44,30
2020-01-09,구로구,0.021,0.028,0.4,0.004,45,36
2020-01-09,금천구,0.024,0.02,0.6,0.004,52,44
2020-01-09,노원구,0.016,0.022,0.6,0.004,48,45
2020-01-09,도봉구,0.014,0.03,0.6,0.003,41,30
2020-01-09,동대문구,0.02,0.022,0.6,0.003,46,37
2020-01-09,동작구,0.025,0.019,0.5,0.003,61,45
2020-01-09,마포구,0.025,0.022,0.4,0.003,47,41
2020-01-09,서대문구,0.019,0.023,0.7,0.003,47,27
2020-01-09,서초구,0.027,0.028,0.4,0.004,50,38
2020-01-09,성동구,0.025,0.019,0.6,0.004,48,42
2020-01-09,성북구,0.022,0.025,0.8,0.002,43,35
2020-01-09,송파구,0.03,0.016,0.7,0.003,51,42
2020-01-09,양천구,0.025,0.019,0.6,0.004,55,45
2020-01-09,영등포구,0.02,0.021,0.8,0.003,46,40
2020-01-09,용산구,0.02,0.019,0.6,0.003,48,40
2020-01-09,은평구,0.015,0.026,0.7,0.003,48,30
2020-01-09,종로구,0.02,0.021,0.6,0.004,53,45
2020-01-09,중구,0.019,0.023,0.6,0.003,50,47
2020-01-09,중랑구,0.023,0.019,0.6,0.003,50,33
2020-01-10,강남구,0.045,0.007,0.8,0.004,58,48
2020-01-10,강동구,0.044,0.006,0.7,0.004,70,58
2020-01-10,강북구,0.037,0.013,0.7,0.003,66,52
2020-01-10,강서구,0.039,0.01,0.8,0.006,84,48
2020-01-10,관악구,0.049,0.006,0.8,0.004,63,47
2020-01-10,광진구,0.034,0.009,0.9,0.003,59,37
2020-01-10,구로구,0.039,0.012,0.6,0.005,57,46
2020-01-10,금천구,0.047,0.005,0.8,0.004,69,57
2020-01-10,노원구,0.037,0.009,0.9,0.005,63,57
2020-01-10,도봉구,0.028,0.015,0.9,0.003,62,43
2020-01-10,동대문구,0.042,0.008,0.7,0.004,65,52
2020-01-10,동작구,0.047,0.007,0.8,0.004,76,53
2020-01-10,마포구,0.042,0.013,0.4,0.004,61,52
2020-01-10,서대문구,0.039,0.008,1.1,0.005,63,37
2020-01-10,서초구,0.053,0.012,0.6,0.004,67,47
2020-01-10,성동구,0.042,0.007,0.8,0.004,61,51
2020-01-10,성북구,0.042,0.012,1,0.002,65,51
2020-01-10,송파구,0.045,0.006,0.8,0.004,60,49
2020-01-10,양천구,0.044,0.009,0.8,0.005,75,57
2020-01-10,영등포구,0.042,0.008,1.1,0.004,60,49
2020-01-10,용산구,0.035,0.007,0.8,0.003,78,50
2020-01-10,은평구,0.032,0.01,0.8,0.003,58,34
2020-01-10,종로구,0.041,0.008,0.9,0.004,70,59
2020-01-10,중구,0.038,0.008,0.8,0.004,67,61
2020-01-10,중랑구,0.039,0.009,0.8,0.003,68,42
2020-01-11,강남구,0.041,0.014,0.9,0.004,51,40
2020-01-11,강동구,0.039,0.012,0.8,0.004,61,47
2020-01-11,강북구,0.033,0.018,0.7,0.003,53,40
2020-01-11,강서구,0.034,0.016,0.8,0.006,67,39
2020-01-11,관악구,0.044,0.013,0.9,0.004,53,39
2020-01-11,광진구,0.033,0.012,1,0.003,54,31
2020-01-11,구로구,0.035,0.019,0.7,0.006,52,40
2020-01-11,금천구,0.041,0.012,0.8,0.004,53,42
2020-01-11,노원구,0.034,0.014,0.8,0.005,48,43
2020-01-11,도봉구,0.027,0.019,0.8,0.003,46,32
2020-01-11,동대문구,0.037,0.015,0.5,0.004,50,38
2020-01-11,동작구,0.046,0.013,0.8,0.004,63,45
2020-01-11,마포구,0.042,0.018,0.5,0.004,51,42
2020-01-11,서대문구,0.033,0.016,1.1,0.006,50,28
2020-01-11,서초구,0.048,0.019,0.7,0.004,61,41
2020-01-11,성동구,0.038,0.015,0.8,0.004,52,42
2020-01-11,성북구,0.043,0.014,1.1,0.002,50,38
2020-01-11,송파구,0.045,0.01,0.9,0.004,52,40
2020-01-11,양천구,0.045,0.014,1,0.006,64,49
2020-01-11,영등포구,0.039,0.014,1.1,0.004,52,41
2020-01-11,용산구,0.032,0.013,0.8,0.004,56,41
2020-01-11,은평구,0.022,0.019,0.8,0.003,45,27
2020-01-11,종로구,0.037,0.014,0.9,0.004,54,44
2020-01-11,중구,0.033,0.015,0.8,0.004,49,45
2020-01-11,중랑구,0.035,0.015,0.8,0.003,53,32
2020-01-12,강남구,0.021,0.027,0.7,0.004,43,34
2020-01-12,강동구,0.024,0.021,0.6,0.004,54,43
2020-01-12,강북구,0.028,0.022,0.7,0.003,54,40
2020-01-12,강서구,0.018,0.028,0.6,0.006,52,31
2020-01-12,관악구,0.024,0.023,0.6,0.004,43,30
2020-01-12,광진구,0.019,0.023,0.9,0.004,44,27
2020-01-12,구로구,0.018,0.032,0.4,0.005,41,31
2020-01-12,금천구,0.023,0.022,0.6,0.004,47,37
2020-01-12,노원구,0.018,0.024,0.7,0.005,48,43
2020-01-12,도봉구,0.015,0.031,0.7,0.003,44,30
2020-01-12,동대문구,0.018,0.025,0.4,0.004,44,32
2020-01-12,동작구,0.023,0.022,0.6,0.004,55,38
2020-01-12,마포구,0.022,0.026,0.4,0.004,42,34
2020-01-12,서대문구,0.019,0.026,0.8,0.004,47,26
2020-01-12,서초구,0.025,0.031,0.5,0.005,46,33
2020-01-12,성동구,0.021,0.026,0.6,0.004,45,37
2020-01-12,성북구,0.024,0.025,0.8,0.002,45,32
2020-01-12,송파구,0.027,0.02,0.7,0.004,45,36
2020-01-12,양천구,0.021,0.023,0.7,0.005,49,36
2020-01-12,영등포구,0.017,0.027,0.8,0.004,40,32
2020-01-12,용산구,0.019,0.022,0.6,0.004,51,36
2020-01-12,은평구,0,0.027,0.6,0.004,49,29
2020-01-12,종로구,0.018,0.022,0.7,0.004,50,39
2020-01-12,중구,0.017,0.025,0.6,0.004,48,41
2020-01-12,중랑구,0.025,0.021,0.7,0.004,52,31
2020-01-13,강남구,0.021,0.022,0.5,0.003,23,16
2020-01-13,강동구,0.023,0.019,0.4,0.003,29,22
2020-01-13,강북구,0.024,0.021,0.4,0.003,29,19
2020-01-13,강서구,0.019,0.022,0.4,0.004,28,16
2020-01-13,관악구,0.023,0.019,0.4,0.003,26,15
2020-01-13,광진구,0.018,0.021,0.7,0.003,23,14
2020-01-13,구로구,0.019,0.025,0.3,0.004,21,15
2020-01-13,금천구,0.025,0.017,0.4,0.004,26,18
2020-01-13,노원구,0.02,0.019,0.5,0.004,24,21
2020-01-13,도봉구,0.014,0.028,0.5,0.002,21,14
2020-01-13,동대문구,0.019,0.02,0.3,0.003,24,15
2020-01-13,동작구,0.021,0.019,0.4,0.003,30,18
2020-01-13,마포구,0.026,0.018,0.3,0.003,25,17
2020-01-13,서대문구,0.021,0.02,0.7,0.004,26,13
2020-01-13,서초구,0.024,0.026,0.3,0.003,23,16
2020-01-13,성동구,0.023,0.02,0.4,0.003,27,20
2020-01-13,성북구,0.023,0.022,0.6,0.002,27,15
2020-01-13,송파구,0.027,0.016,0.5,0.003,27,18
2020-01-13,양천구,0.024,0.017,0.5,0.004,28,17
2020-01-13,영등포구,0.022,0.019,0.6,0.003,23,15
2020-01-13,용산구,0.019,0.018,0.4,0.003,31,18
2020-01-13,은평구,0,0.022,0.4,0.003,25,14
2020-01-13,종로구,0.02,0.018,0.5,0.003,27,20
2020-01-13,중구,0.018,0.021,0.4,0.003,25,21
2020-01-13,중랑구,0.022,0.019,0.5,0.003,27,14
2020-01-14,강남구,0.038,0.01,0.6,0.003,29,20
2020-01-14,강동구,0.042,0.007,0.6,0.004,36,26
2020-01-14,강북구,0.033,0.015,0.5,0.003,32,22
2020-01-14,강서구,0.033,0.014,0.6,0.005,40,20
2020-01-14,관악구,0.041,0.01,0.6,0.004,33,21
2020-01-14,광진구,0.032,0.008,0.8,0.003,30,15
2020-01-14,구로구,0.031,0.017,0.4,0.005,30,21
2020-01-14,금천구,0.043,0.007,0.6,0.005,36,26
2020-01-14,노원구,0.037,0.01,0.7,0.005,28,23
2020-01-14,도봉구,0.028,0.015,0.7,0.002,29,17
2020-01-14,동대문구,0.037,0.011,0.6,0.003,27,18
2020-01-14,동작구,0.046,0.008,0.6,0.004,39,24
2020-01-14,마포구,0.039,0.013,0.4,0.003,29,21
2020-01-14,서대문구,0.03,0.014,0.7,0.005,30,20
2020-01-14,서초구,0.039,0.017,0.4,0.004,32,20
2020-01-14,성동구,0.037,0.009,0.6,0.004,31,21
2020-01-14,성북구,0.041,0.012,0.6,0.003,30,17
2020-01-14,송파구,0.043,0.006,0.7,0.004,33,22
2020-01-14,양천구,0.039,0.011,0.6,0.005,38,24
2020-01-14,영등포구,0.036,0.011,0.8,0.003,31,20
2020-01-14,용산구,0.029,0.01,0.5,0.003,33,20
2020-01-14,은평구,0,0.017,0.5,0.003,25,13
2020-01-14,종로구,0.035,0.011,0.7,0.004,30,23
2020-01-14,중구,0.031,0.013,0.6,0.003,30,25
2020-01-14,중랑구,0.034,0.011,0.6,0.003,31,16
2020-01-15,강남구,0.035,0.013,0.7,0.004,34,23
2020-01-15,강동구,0.04,0.008,0.6,0.004,42,28
2020-01-15,강북구,0.034,0.014,0.6,0.003,40,27
2020-01-15,강서구,0.03,0.014,0.6,0.006,52,26
2020-01-15,관악구,0.039,0.01,0.7,0.005,42,25
2020-01-15,광진구,0.031,0.01,0.9,0.003,34,17
2020-01-15,구로구,0.029,0.017,0.5,0.006,39,25
2020-01-15,금천구,0.039,0.009,0.7,0.005,42,29
2020-01-15,노원구,0.034,0.011,0.7,0.005,34,28
2020-01-15,도봉구,0.025,0.017,0.7,0.003,35,21
2020-01-15,동대문구,0.032,0.013,0.7,0.004,34,22
2020-01-15,동작구,0.038,0.011,0.6,0.004,44,27
2020-01-15,마포구,0.034,0.014,0.4,0.004,38,27
2020-01-15,서대문구,0.029,0.014,1,0.007,39,27
2020-01-15,서초구,0.033,0.018,0.4,0.004,40,23
2020-01-15,성동구,0.034,0.011,0.6,0.004,35,25
2020-01-15,성북구,0.038,0.013,0.7,0.004,38,23
2020-01-15,송파구,0.039,0.008,0.7,0.004,35,23
2020-01-15,양천구,0.035,0.012,0.7,0.006,49,31
2020-01-15,영등포구,0.033,0.011,0.8,0.004,39,26
2020-01-15,용산구,0.027,0.012,0.6,0.003,37,25
2020-01-15,은평구,0.012,0.016,0.6,0.003,34,18
2020-01-15,종로구,0.03,0.013,0.7,0.004,37,27
2020-01-15,중구,0.027,0.014,0.6,0.004,37,29
2020-01-15,중랑구,0.033,0.012,0.7,0.004,38,18
2020-01-16,강남구,0.04,0.011,0.7,0.003,41,29
2020-01-16,강동구,0.04,0.009,0.6,0.004,50,35
2020-01-16,강북구,0.032,0.015,0.6,0.003,46,30
2020-01-16,강서구,0.034,0.012,0.6,0.005,53,27
2020-01-16,관악구,0.037,0.011,0.6,0.004,41,25
2020-01-16,광진구,0.033,0.009,0.9,0.003,42,21
2020-01-16,구로구,0.029,0.018,0.5,0.005,36,24
2020-01-16,금천구,0.039,0.01,0.7,0.004,42,30
2020-01-16,노원구,0.031,0.015,0.7,0.006,38,32
2020-01-16,도봉구,0.025,0.018,0.7,0.003,41,24
2020-01-16,동대문구,0.035,0.012,0.7,0.004,41,27
2020-01-16,동작구,0.04,0.01,0.6,0.004,48,30
2020-01-16,마포구,0.036,0.014,0.4,0.004,41,30
2020-01-16,서대문구,0.03,0.014,1,0.007,39,26
2020-01-16,서초구,0.038,0.017,0.5,0.003,45,27
2020-01-16,성동구,0.035,0.011,0.7,0.005,42,30
2020-01-16,성북구,0.041,0.012,0.7,0.004,44,26
2020-01-16,송파구,0.039,0.008,0.7,0.004,44,29
2020-01-16,양천구,0.037,0.012,0.7,0.005,48,31
2020-01-16,영등포구,0.032,0.012,0.8,0.003,40,27
2020-01-16,용산구,0.03,0.011,0.6,0.003,44,30
2020-01-16,은평구,0.025,0.017,0.6,0.003,35,21
2020-01-16,종로구,0.035,0.011,0.7,0.004,44,32
2020-01-16,중구,0.032,0.012,0.7,0.003,40,32
2020-01-16,중랑구,0.033,0.012,0.7,0.004,44,22
2020-01-17,강남구,0.049,0.006,0.8,0.003,51,37
2020-01-17,강동구,0.049,0.006,0.7,0.004,60,41
2020-01-17,강북구,0.043,0.01,0.7,0.003,57,36
2020-01-17,강서구,0.043,0.009,0.8,0.006,79,36
2020-01-17,관악구,0.055,0.006,0.9,0.004,57,35
2020-01-17,광진구,0.041,0.004,0.9,0.003,56,31
2020-01-17,구로구,0.043,0.01,0.6,0.006,59,38
2020-01-17,금천구,0.054,0.005,0.9,0.005,62,42
2020-01-17,노원구,0.047,0.007,0.9,0.006,47,38
2020-01-17,도봉구,0.035,0.011,0.8,0.003,58,31
2020-01-17,동대문구,0.048,0.008,0.9,0.004,54,34
2020-01-17,동작구,0.056,0.006,0.8,0.004,67,40
2020-01-17,마포구,0.049,0.012,0.4,0.004,55,37
2020-01-17,서대문구,0.044,0.008,1.2,0.008,55,36
2020-01-17,서초구,0.05,0.012,0.6,0.004,59,34
2020-01-17,성동구,0.047,0.005,0.8,0.005,53,35
2020-01-17,성북구,0.054,0.007,0.9,0.004,60,37
2020-01-17,송파구,0.047,0.006,0.8,0.004,52,35
2020-01-17,양천구,0.049,0.007,0.9,0.006,70,43
2020-01-17,영등포구,0.048,0.006,1.1,0.004,57,37
2020-01-17,용산구,0.04,0.006,0.8,0.004,56,38
2020-01-17,은평구,0.037,0.011,0.8,0.003,50,28
2020-01-17,종로구,0.047,0.008,0.9,0.005,58,40
2020-01-17,중구,0.045,0.006,0.8,0.004,56,42
2020-01-17,중랑구,0.044,0.008,0.8,0.004,55,28
2020-01-18,강남구,0.044,0.012,0.9,0.004,58,40
2020-01-18,강동구,0.053,0.008,0.9,0.004,73,49
2020-01-18,강북구,0.045,0.012,0.8,0.004,66,42
2020-01-18,강서구,0.038,0.014,0.8,0.007,86,40
2020-01-18,관악구,0.046,0.011,0.9,0.005,70,42
2020-01-18,광진구,0.043,0.007,0.9,0.004,63,38
2020-01-18,구로구,0.035,0.017,0.6,0.007,65,41
2020-01-18,금천구,0.047,0.009,0.9,0.005,71,48
2020-01-18,노원구,0.048,0.008,1,0.006,58,46
2020-01-18,도봉구,0.036,0.014,0.9,0.004,62,33
2020-01-18,동대문구,0.047,0.013,0.9,0.005,60,37
2020-01-18,동작구,0.045,0.012,0.8,0.004,77,44
2020-01-18,마포구,0.042,0.016,0.3,0.005,65,44
2020-01-18,서대문구,0.039,0.012,1.2,0.007,63,42
2020-01-18,서초구,0.046,0.015,0.6,0.005,76,42
2020-01-18,성동구,0.044,0.01,0.8,0.005,60,39
2020-01-18,성북구,0.049,0.011,0.9,0.004,61,37
2020-01-18,송파구,0.048,0.008,0.9,0.004,59,39
2020-01-18,양천구,0.042,0.012,0.9,0.006,82,49
2020-01-18,영등포구,0.042,0.011,1.2,0.005,67,44
2020-01-18,용산구,0.038,0.009,0.8,0.004,63,43
2020-01-18,은평구,0.032,0.016,0.9,0.004,59,35
2020-01-18,종로구,0.045,0.01,0.9,0.005,64,44
