측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),이산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
2020-04-09,중랑구,0.022,0.032,0.5,0.002,46,23
2020-04-10,강남구,0.03,0.032,0.5,0.003,40,27
2020-04-10,강동구,0.023,0.031,0.4,0.002,41,27
2020-04-10,강북구,0.034,0.03,0.4,0.002,43,25
2020-04-10,강서구,0.025,0.034,0.4,0.004,49,26
2020-04-10,관악구,0.029,0.031,0.5,0.003,42,23
2020-04-10,광진구,0.022,0.029,0.6,0.003,41,23
2020-04-10,구로구,0.022,0.036,0.3,0.002,51,25
2020-04-10,금천구,0.026,0.029,0.5,0.003,42,27
2020-04-10,노원구,0.021,0.03,0.4,0.002,39,25
2020-04-10,도봉구,0.021,0.034,0.5,0.002,35,20
2020-04-10,동대문구,0.024,0.033,0.4,0.003,36,21
2020-04-10,동작구,0.026,0.026,0.4,0.003,48,28
2020-04-10,마포구,0.027,0.031,0.5,0.003,41,25
2020-04-10,서대문구,0.019,0.036,0.5,0.003,44,24
2020-04-10,서초구,0.03,0.04,0.3,0.003,45,30
2020-04-10,성동구,0.024,0.037,0.4,0.003,39,24
2020-04-10,성북구,0.032,0.029,0.5,0.003,39,21
2020-04-10,송파구,0.03,0.03,0.5,0.003,43,25
2020-04-10,양천구,0.026,0.035,0.5,0.004,46,27
2020-04-10,영등포구,0.029,0.03,0.5,0.003,43,25
2020-04-10,용산구,0.022,0.034,0.5,0.003,45,25
2020-04-10,은평구,0.021,0.035,0.3,0.003,44,23
2020-04-10,종로구,0.025,0.03,0.5,0.003,40,25
2020-04-10,중구,0.023,0.029,0.4,0.003,39,27
2020-04-10,중랑구,0.023,0.03,0.4,0.002,39,22
2020-04-11,강남구,0.024,0.036,0.4,0.003,32,23
2020-04-11,강동구,0.022,0.031,0.4,0.002,40,26
2020-04-11,강북구,0.034,0.03,0.5,0.002,46,27
2020-04-11,강서구,0.022,0.032,0.4,0.004,38,21
2020-04-11,관악구,0.024,0.034,0.4,0.003,35,20
2020-04-11,광진구,0.021,0.03,0.6,0.003,39,21
2020-04-11,구로구,0.016,0.039,0.2,0.003,40,22
2020-04-11,금천구,0.02,0.031,0.4,0.003,31,21
2020-04-11,노원구,0.03,0.023,0.5,0.003,46,28
2020-04-11,도봉구,0.022,0.034,0.5,0.003,40,24
2020-04-11,동대문구,0.025,0.032,0.4,0.003,34,19
2020-04-11,동작구,0.023,0.027,0.4,0.003,40,24
2020-04-11,마포구,0.025,0.031,0.4,0.003,35,21
2020-04-11,서대문구,0.02,0.032,0.5,0.003,43,22
2020-04-11,서초구,0.023,0.043,0.3,0.004,37,25
2020-04-11,성동구,0.023,0.037,0.4,0.003,34,20
2020-04-11,성북구,0.03,0.029,0.5,0.003,43,21
2020-04-11,송파구,0.025,0.031,0.5,0.003,38,23
2020-04-11,양천구,0.021,0.035,0.4,0.004,37,23
2020-04-11,영등포구,0.02,0.036,0.4,0.003,33,20
2020-04-11,용산구,0.02,0.037,0.4,0.003,38,20
2020-04-11,은평구,0.019,0.033,0.3,0.003,39,21
2020-04-11,종로구,0.026,0.029,0.4,0.003,38,23
2020-04-11,중구,0.021,0.029,0.4,0.003,33,23
2020-04-11,중랑구,0.028,0.027,0.5,0.002,40,22
2020-04-12,강남구,0.017,0.037,0.4,0.002,27,19
2020-04-12,강동구,0.015,0.033,0.4,0.002,30,21
2020-04-12,강북구,0.026,0.033,0.4,0.002,35,22
2020-04-12,강서구,0.015,0.035,0.4,0.003,32,20
2020-04-12,관악구,0.017,0.034,0.4,0.003,29,16
2020-04-12,광진구,0.013,0.033,0.6,0.003,29,17
2020-04-12,구로구,0.012,0.039,0.2,0.003,40,19
2020-04-12,금천구,0.015,0.031,0.4,0.002,27,18
2020-04-12,노원구,0.016,0.029,0.4,0.002,34,23
2020-04-12,도봉구,0.016,0.036,0.5,0.002,29,20
2020-04-12,동대문구,0.017,0.034,0.4,0.002,29,18
2020-04-12,동작구,0.017,0.029,0.4,0.002,34,21
2020-04-12,마포구,0.016,0.033,0.4,0.002,29,19
2020-04-12,서대문구,0.012,0.038,0.4,0.003,33,22
2020-04-12,서초구,0.016,0.045,0.3,0.003,35,22
2020-04-12,성동구,0.013,0.042,0.4,0.003,28,19
2020-04-12,성북구,0.021,0.032,0.5,0.002,32,18
2020-04-12,송파구,0.017,0.034,0.4,0.003,29,18
2020-04-12,양천구,0.016,0.036,0.4,0.004,31,20
2020-04-12,영등포구,0.015,0.036,0.4,0.002,28,18
2020-04-12,용산구,0.012,0.039,0.4,0.003,29,18
2020-04-12,은평구,0.01,0.038,0.3,0.002,31,20
2020-04-12,종로구,0.016,0.032,0.4,0.003,31,21
2020-04-12,중구,0.015,0.03,0.4,0.002,30,23
2020-04-12,중랑구,0.016,0.032,0.4,0.002,30,19
2020-04-13,강남구,0.016,0.038,0.3,0.002,19,12
2020-04-13,강동구,0.013,0.036,0.3,0.002,19,12
2020-04-13,강북구,0.024,0.036,0.3,0.002,22,11
2020-04-13,강서구,0.016,0.036,0.3,0.003,24,12
2020-04-13,관악구,0.02,0.033,0.4,0.002,23,10
2020-04-13,광진구,0.01,0.036,0.4,0.002,17,6
2020-04-13,구로구,0.015,0.039,0.2,0.002,24,11
2020-04-13,금천구,0.018,0.032,0.3,0.002,22,13
2020-04-13,노원구,0.015,0.031,0.3,0.002,20,11
2020-04-13,도봉구,0.013,0.039,0.4,0.002,16,7
2020-04-13,동대문구,0.016,0.035,0.3,0.002,19,9
2020-04-13,동작구,0.015,0.031,0.3,0.002,25,13
2020-04-13,마포구,0.017,0.033,0.3,0.002,22,11
2020-04-13,서대문구,0.009,0.043,0.3,0.002,20,9
2020-04-13,서초구,0.019,0.045,0.2,0.003,18,11
2020-04-13,성동구,0.014,0.043,0.3,0.003,20,12
2020-04-13,성북구,0.018,0.035,0.4,0.002,21,8
2020-04-13,송파구,0.016,0.037,0.3,0.002,23,10
2020-04-13,양천구,0.018,0.038,0.3,0.003,25,12
2020-04-13,영등포구,0.018,0.034,0.3,0.002,23,11
2020-04-13,용산구,0.012,0.042,0.3,0.002,23,11
2020-04-13,은평구,0.01,0.042,0.2,0.003,25,8
2020-04-13,종로구,0.014,0.035,0.4,0.003,20,12
2020-04-13,중구,0.013,0.034,0.3,0.002,17,12
2020-04-13,중랑구,0.014,0.034,0.3,0.002,19,10
2020-04-14,강남구,0.034,0.037,0.5,0.003,43,28
2020-04-14,강동구,0.03,0.032,0.4,0.003,49,29
2020-04-14,강북구,0.04,0.034,0.5,0.003,48,25
2020-04-14,강서구,0.029,0.038,0.4,0.004,55,29
2020-04-14,관악구,0.035,0.034,0.5,0.003,46,25
2020-04-14,광진구,0.03,0.029,0.6,0.003,52,26
2020-04-14,구로구,0.026,0.04,0.3,0.003,56,27
2020-04-14,금천구,0.033,0.031,0.5,0.003,44,28
2020-04-14,노원구,0.034,0.028,0.5,0.003,49,27
2020-04-14,도봉구,0.029,0.036,0.6,0.003,43,21
2020-04-14,동대문구,0.038,0.033,0.5,0.004,46,25
2020-04-14,동작구,0.03,0.031,0.4,0.003,53,30
2020-04-14,마포구,0.035,0.034,0.5,0.004,48,29
2020-04-14,서대문구,0.025,0.038,0.5,0.004,57,28
2020-04-14,서초구,0.037,0.043,0.3,0.004,49,29
2020-04-14,성동구,0.034,0.036,0.4,0.003,45,27
2020-04-14,성북구,0.041,0.031,0.5,0.003,50,24
2020-04-14,송파구,0.036,0.032,0.5,0.004,48,27
2020-04-14,양천구,0.029,0.041,0.5,0.005,50,30
2020-04-14,영등포구,0.031,0.037,0.4,0.003,45,28
2020-04-14,용산구,0.03,0.035,0.5,0.004,51,27
2020-04-14,은평구,0.025,0.04,0.3,0.003,52,25
2020-04-14,종로구,0.036,0.031,0.5,0.004,49,29
2020-04-14,중구,0.033,0.03,0.5,0.004,46,31
2020-04-14,중랑구,0.036,0.028,0.5,0.003,51,26
2020-04-15,강남구,0.037,0.053,0.6,0.003,56,39
2020-04-15,강동구,0.033,0.041,0.5,0.003,66,41
2020-04-15,강북구,0.036,0.047,0.5,0.003,65,38
2020-04-15,강서구,0.027,0.051,0.5,0.005,67,37
2020-04-15,관악구,0.032,0.053,0.5,0.004,56,32
2020-04-15,광진구,0.033,0.038,0.7,0.003,70,40
2020-04-15,구로구,0.028,0.054,0.3,0.004,77,37
2020-04-15,금천구,0.034,0.041,0.5,0.004,56,35
2020-04-15,노원구,0.031,0.041,0.6,0.004,65,39
2020-04-15,도봉구,0.032,0.054,0.6,0.003,63,35
2020-04-15,동대문구,0.04,0.045,0.6,0.004,59,34
2020-04-15,동작구,0.03,0.043,0.5,0.003,69,42
2020-04-15,마포구,0.042,0.042,0.5,0.004,57,37
2020-04-15,서대문구,0.025,0.052,0.6,0.005,71,38
2020-04-15,서초구,0.036,0.061,0.4,0.004,68,41
2020-04-15,성동구,0.034,0.053,0.5,0.004,61,38
2020-04-15,성북구,0.041,0.044,0.5,0.003,63,35
2020-04-15,송파구,0.036,0.05,0.6,0.004,62,36
2020-04-15,양천구,0.03,0.052,0.5,0.005,66,39
2020-04-15,영등포구,0.033,0.051,0.4,0.004,59,36
2020-04-15,용산구,0.03,0.049,0.6,0.004,65,37
2020-04-15,은평구,0.023,0.057,0.3,0.004,66,36
2020-04-15,종로구,0.036,0.04,0.6,0.004,60,38
2020-04-15,중구,0.031,0.04,0.5,0.004,56,41
2020-04-15,중랑구,0.035,0.041,0.6,0.005,63,35
2020-04-16,강남구,0.036,0.043,0.5,0.003,48,31
2020-04-16,강동구,0.021,0.049,0.5,0.003,52,31
2020-04-16,강북구,0.031,0.047,0.4,0.003,55,31
2020-04-16,강서구,0.029,0.039,0.5,0.005,54,29
2020-04-16,관악구,0.039,0.039,0.6,0.003,49,26
2020-04-16,광진구,0.022,0.042,0.6,0.003,52,28
2020-04-16,구로구,0.031,0.03,0.3,0.003,56,25
2020-04-16,금천구,0.037,0.032,0.5,0.003,47,29
2020-04-16,노원구,0.024,0.043,0.5,0.003,53,31
2020-04-16,도봉구,0.025,0.055,0.6,0.003,51,28
2020-04-16,동대문구,0.031,0.046,0.5,0.004,48,27
2020-04-16,동작구,0.033,0.034,0.5,0.003,58,34
2020-04-16,마포구,0.03,0.042,0.5,0.003,47,28
2020-04-16,서대문구,0.017,0.058,0.5,0.003,56,30
2020-04-16,서초구,0.039,0.049,0.4,0.004,57,33
2020-04-16,성동구,0.025,0.055,0.5,0.004,46,28
2020-04-16,성북구,0.034,0.045,0.5,0.003,51,28
2020-04-16,송파구,0.041,0.036,0.5,0.004,56,30
2020-04-16,양천구,0.032,0.042,0.5,0.004,51,29
2020-04-16,영등포구,0.034,0.041,0.4,0.003,48,27
2020-04-16,용산구,0.024,0.041,0.5,0.003,53,28
2020-04-16,은평구,0.017,0.059,0.3,0.003,52,27
2020-04-16,종로구,0.029,0.04,0.5,0.004,50,30
2020-04-16,중구,0.029,0.037,0.5,0.003,47,32
2020-04-16,중랑구,0.023,0.045,0.4,0.003,49,27
2020-04-17,강남구,0.03,0.028,0.5,0.002,34,20
2020-04-17,강동구,0.018,0.03,0.3,0.002,32,18
2020-04-17,강북구,0.035,0.024,0.4,0.002,39,21
2020-04-17,강서구,0.023,0.029,0.4,0.003,43,21
2020-04-17,관악구,0.027,0.032,0.4,0.002,38,18
2020-04-17,광진구,0.022,0.025,0.6,0.003,35,19
2020-04-17,구로구,0.025,0.043,0.4,0.002,65,40
2020-04-17,금천구,0.021,0.029,0.4,0.002,35,21
2020-04-17,노원구,0.021,0.036,0.4,0.002,35,20
2020-04-17,도봉구,0.028,0.028,0.4,0.003,31,20
2020-04-17,동대문구,0.028,0.029,0.5,0.002,35,17
2020-04-17,동작구,0.023,0.026,0.4,0.002,45,23
2020-04-17,마포구,0.029,0.029,0.4,0.002,37,20
2020-04-17,서대문구,0.016,0.036,0.5,0.002,39,22
2020-04-17,서초구,0.03,0.036,0.3,0.003,42,27
2020-04-17,성동구,0.024,0.029,0.4,0.003,35,19
2020-04-17,성북구,0.033,0.026,0.5,0.002,37,20
2020-04-17,송파구,0.029,0.024,0.4,0.003,35,19
2020-04-17,양천구,0.027,0.031,0.4,0.004,40,21
2020-04-17,영등포구,0.029,0.028,0.4,0.002,38,20
2020-04-17,용산구,0.018,0.026,0.4,0.002,38,20
2020-04-17,은평구,0.016,0.035,0.3,0.003,37,20
2020-04-17,종로구,0.027,0.026,0.5,0.003,40,21
2020-04-17,중구,0.025,0.025,0.4,0.002,36,22
2020-04-17,중랑구,0.022,0.026,0.4,0.002,33,18
2020-04-18,강남구,0.018,0.036,0.4,0.002,25,14
2020-04-18,강동구,0.015,0.031,0.4,0.002,23,13
2020-04-18,강북구,0.025,0.03,0.4,0.002,23,11
2020-04-18,강서구,0.012,0.033,0.4,0.003,28,13
2020-04-18,관악구,0.019,0.033,0.4,0.002,28,12
2020-04-18,광진구,0.016,0.029,0.6,0.003,24,13
2020-04-18,구로구,0.013,0.041,0.3,0.002,31,19
2020-04-18,금천구,0.015,0.031,0.4,0.002,27,13
2020-04-18,노원구,0.011,0.044,0.3,0.002,20,11
2020-04-18,도봉구,0.019,0.034,0.4,0.003,20,11
2020-04-18,동대문구,0.016,0.033,0.4,0.002,23,11
2020-04-18,동작구,0.015,0.029,0.3,0.002,33,15
2020-04-18,마포구,0.019,0.03,0.4,0.002,24,11
2020-04-18,서대문구,0.01,0.038,0.4,0.002,27,14
2020-04-18,서초구,0.018,0.041,0.2,0.003,28,19
2020-04-18,성동구,0.016,0.035,0.3,0.003,25,13
2020-04-18,성북구,0.021,0.031,0.4,0.002,24,11
2020-04-18,송파구,0.018,0.032,0.4,0.003,27,12
2020-04-18,양천구,0.014,0.036,0.4,0.004,27,12
2020-04-18,영등포구,0.017,0.033,0.4,0.002,25,11
2020-04-18,용산구,0.014,0.027,0.4,0.002,27,12
2020-04-18,은평구,0.009,0.037,0.3,0.002,25,15
2020-04-18,종로구,0.014,0.032,0.4,0.003,26,13
2020-04-18,중구,0.012,0.03,0.4,0.002,22,13
2020-04-18,중랑구,0.015,0.03,0.4,0.002,21,11
2020-04-19,강남구,0.024,0.024,0.5,0.002,25,17
2020-04-19,강동구,0.016,0.026,0.4,0.002,27,18
2020-04-19,강북구,0.028,0.026,0.4,0.002,26,16
2020-04-19,강서구,0.023,0.022,0.5,0.003,27,17
2020-04-19,관악구,0.028,0.022,0.5,0.003,26,15
2020-04-19,광진구,0.016,0.025,0.6,0.003,25,15
2020-04-19,구로구,0.023,0.029,0.4,0.002,32,25
2020-04-19,금천구,0.02,0.024,0.4,0.002,22,15
2020-04-19,노원구,0.016,0.035,0.4,0.002,24,16
2020-04-19,도봉구,0.022,0.028,0.4,0.003,22,14
2020-04-19,동대문구,0.02,0.027,0.4,0.002,23,13
2020-04-19,동작구,0.023,0.023,0.4,0.002,31,19
2020-04-19,마포구,0.025,0.023,0.5,0.002,24,15
2020-04-19,서대문구,0.012,0.033,0.5,0.002,24,16
2020-04-19,서초구,0.025,0.031,0.3,0.003,35,24
2020-04-19,성동구,0.017,0.029,0.4,0.003,24,16
2020-04-19,성북구,0.025,0.025,0.5,0.002,24,15
2020-04-19,송파구,0.023,0.023,0.5,0.003,26,16
2020-04-19,양천구,0.025,0.024,0.5,0.004,27,17
2020-04-19,영등포구,0.027,0.022,0.5,0.002,27,16
2020-04-19,용산구,0.016,0.021,0.4,0.002,25,16
2020-04-19,은평구,0.009,0.034,0.3,0.002,22,13
2020-04-19,종로구,0.018,0.026,0.4,0.003,25,16
2020-04-19,중구,0.019,0.023,0.4,0.002,23,17
2020-04-19,중랑구,0.016,0.025,0.4,0.002,24,16
2020-04-20,강남구,0.017,0.037,0.4,0.002,12,8
2020-04-20,강동구,0.013,0.034,0.4,0.002,11,8
2020-04-20,강북구,0.025,0.033,0.3,0.002,15,9
2020-04-20,강서구,0.014,0.034,0.3,0.003,13,8
2020-04-20,관악구,0.019,0.033,0.4,0.002,13,6
2020-04-20,광진구,0.013,0.033,0.6,0.003,14,8
2020-04-20,구로구,0.015,0.042,0.3,0.002,19,13
2020-04-20,금천구,0.018,0.03,0.4,0.002,14,8
2020-04-20,노원구,0.016,0.04,0.3,0.002,14,9
2020-04-20,도봉구,0.017,0.035,0.4,0.002,12,7
2020-04-20,동대문구,0.015,0.036,0.4,0.002,12,6
2020-04-20,동작구,0.014,0.032,0.3,0.002,16,8
2020-04-20,마포구,0.016,0.033,0.4,0.002,12,6
2020-04-20,서대문구,0.01,0.042,0.4,0.002,15,9
2020-04-20,서초구,0.015,0.046,0.2,0.003,21,14
2020-04-20,성동구,0.015,0.039,0.3,0.002,12,9
2020-04-20,성북구,0.02,0.034,0.5,0.002,19,8
2020-04-20,송파구,0.015,0.035,0.4,0.002,13,7
2020-04-20,양천구,0.016,0.036,0.4,0.004,15,7
2020-04-20,영등포구,0.019,0.033,0.4,0.002,14,7
2020-04-20,용산구,0.012,0.032,0.4,0.002,14,8
2020-04-20,은평구,0.013,0.036,0.2,0.002,15,7
2020-04-20,종로구,0.017,0.032,0.4,0.003,14,9
2020-04-20,중구,0.016,0.03,0.4,0.002,12,9
2020-04-20,중랑구,0.016,0.03,0.4,0.002,15,8
2020-04-21,강남구,0.012,0.036,0.3,0.002,31,10
2020-04-21,강동구,0.011,0.035,0.3,0.002,35,10
2020-04-21,강북구,0.019,0.031,0.3,0.002,38,11
2020-04-21,강서구,0.01,0.035,0.3,0.003,34,10
2020-04-21,관악구,0.013,0.031,0.3,0.002,38,8
2020-04-21,광진구,0.013,0.028,0.6,0.003,45,11
2020-04-21,구로구,0.013,0.039,0.3,0.002,36,11
2020-04-21,금천구,0.014,0.031,0.3,0.002,31,9
2020-04-21,노원구,0.01,0.042,0.3,0.002,36,10
2020-04-21,도봉구,0.01,0.039,0.3,0.002,34,8
2020-04-21,동대문구,0.011,0.033,0.3,0.002,29,7
2020-04-21,동작구,0.011,0.031,0.3,0.002,42,10
2020-04-21,마포구,0.014,0.03,0.3,0.002,35,8
2020-04-21,서대문구,0.008,0.036,0.4,0.002,40,10
2020-04-21,서초구,0.014,0.042,0.2,0.003,35,11
2020-04-21,성동구,0.013,0.037,0.3,0.002,36,10
2020-04-21,성북구,0.014,0.033,0.5,0.003,39,8
2020-04-21,송파구,0.015,0.032,0.3,0.002,39,9
2020-04-21,양천구,0.014,0.037,0.3,0.004,39,9
2020-04-21,영등포구,0.012,0.033,0.3,0.002,32,8
2020-04-21,용산구,0.012,0.028,0.3,0.002,39,9
2020-04-21,은평구,0.01,0.036,0.2,0.003,38,8
2020-04-21,종로구,0.012,0.032,0.3,0.003,32,11
2020-04-21,중구,0.012,0.03,0.3,0.002,29,10
2020-04-21,중랑구,0.012,0.031,0.3,0.002,34,10
2020-04-22,강남구,0.01,0.032,0.3,0.002,70,10
2020-04-22,강동구,0.009,0.031,0.3,0.002,85,10
2020-04-22,강북구,0.006,0.026,0.3,0.002,102,11
2020-04-22,강서구,0.008,0.031,0.3,0.004,80,12
2020-04-22,관악구,0.01,0.029,0.3,0.002,81,8
2020-04-22,광진구,0.008,0.027,0.3,0.002,85,10
2020-04-22,구로구,0.01,0.036,0.3,0.002,102,12
2020-04-22,금천구,0.011,0.028,0.3,0.002,70,10
2020-04-22,노원구,0.007,0.038,0.3,0.002,99,12
2020-04-22,도봉구,0.009,0.034,0.3,0.002,91,12
2020-04-22,동대문구,0.009,0.029,0.3,0.002,73,7
2020-04-22,동작구,0.009,0.028,0.2,0.002,92,11
2020-04-22,마포구,0.011,0.027,0.3,0.002,78,9
2020-04-22,서대문구,0.006,0.031,0.3,0.002,109,12
2020-04-22,서초구,0.012,0.037,0.2,0.002,91,12
2020-04-22,성동구,0.01,0.033,0.3,0.002,72,11
2020-04-22,성북구,0.011,0.029,0.4,0.002,96,12
2020-04-22,송파구,0.014,0.027,0.4,0.002,80,10
2020-04-22,양천구,0.011,0.032,0.3,0.004,86,10
2020-04-22,영등포구,0.01,0.029,0.3,0.002,69,10
2020-04-22,용산구,0.01,0.025,0.3,0.002,88,10
2020-04-22,은평구,0.008,0.034,0.2,0.003,103,10
2020-04-22,종로구,0.01,0.028,0.3,0.003,77,11
2020-04-22,중구,0.009,0.027,0.3,0.002,70,11
2020-04-22,중랑구,0.01,0.027,0.3,0.002,87,12
2020-04-23,강남구,0.013,0.032,0.4,0.002,38,13
2020-04-23,강동구,0.011,0.032,0.3,0.002,43,13
2020-04-23,강북구,0.008,0.025,0.3,0.002,48,13
2020-04-23,강서구,0.01,0.031,0.3,0.004,44,13
2020-04-23,관악구,0.014,0.029,0.4,0.003,45,11
2020-04-23,광진구,0.01,0.029,0.3,0.003,45,10
2020-04-23,구로구,0.013,0.036,0.3,0.003,47,14
2020-04-23,금천구,0.013,0.025,0.3,0.003,37,13
2020-04-23,노원구,0.009,0.04,0.3,0.002,45,13
2020-04-23,도봉구,0.01,0.036,0.4,0.002,41,11
2020-04-23,동대문구,0.012,0.03,0.3,0.002,38,9
2020-04-23,동작구,0.012,0.028,0.3,0.003,50,13
2020-04-23,마포구,0.014,0.027,0.3,0.003,42,11
2020-04-23,서대문구,0.008,0.032,0.4,0.003,50,13
2020-04-23,서초구,0.015,0.038,0.2,0.003,42,13
2020-04-23,성동구,0.013,0.034,0.3,0.003,40,13
2020-04-23,성북구,0.014,0.03,0.3,0.003,47,11
2020-04-23,송파구,0.016,0.029,0.4,0.003,42,12
2020-04-23,양천구,0.014,0.032,0.3,0.004,46,12
2020-04-23,영등포구,0.012,0.03,0.3,0.003,41,11
2020-04-23,용산구,0.012,0.025,0.3,0.002,50,12
2020-04-23,은평구,0.009,0.036,0.2,0.003,50,11
2020-04-23,종로구,0.012,0.028,0.4,0.003,41,13
2020-04-23,중구,0.012,0.027,0.3,0.002,37,13
2020-04-23,중랑구,0.013,0.028,0.4,0.002,43,13
2020-04-24,강남구,0.017,0.042,0.4,0.003,34,13
2020-04-24,강동구,0.017,0.038,0.4,0.002,39,13
2020-04-24,강북구,0.015,0.028,0.4,0.002,45,13
2020-04-24,강서구,0.017,0.037,0.3,0.005,38,12
2020-04-24,관악구,0.019,0.037,0.4,0.003,40,11
2020-04-24,광진구,0.016,0.035,0.4,0.004,42,12
2020-04-24,구로구,0.02,0.043,0.3,0.003,43,16
2020-04-24,금천구,0.019,0.031,0.4,0.003,34,12
2020-04-24,노원구,0.022,0.041,0.4,0.003,42,15
2020-04-24,도봉구,0.02,0.039,0.3,0.003,37,12
2020-04-24,동대문구,0.017,0.039,0.4,0.003,35,9
2020-04-24,동작구,0.017,0.03,0.3,0.003,40,13
2020-04-24,마포구,0.021,0.034,0.4,0.003,38,12
2020-04-24,서대문구,0.015,0.037,0.5,0.003,46,13
2020-04-24,서초구,0.019,0.048,0.2,0.004,41,15
2020-04-24,성동구,0.018,0.042,0.3,0.003,34,13
2020-04-24,성북구,0.024,0.036,0.3,0.003,44,12
2020-04-24,송파구,0.022,0.041,0.4,0.003,39,15
2020-04-24,양천구,0.019,0.037,0.4,0.005,39,12
2020-04-24,영등포구,0.018,0.038,0.4,0.004,37,11
2020-04-24,용산구,0.015,0.032,0.4,0.003,42,13
2020-04-24,은평구,0.014,0.043,0.2,0.003,44,12
2020-04-24,종로구,0.019,0.033,0.4,0.003,37,13
2020-04-24,중구,0.02,0.03,0.4,0.003,34,14
2020-04-24,중랑구,0.021,0.032,0.5,0.003,41,13
2020-04-25,강남구,0.014,0.06,0.4,0.003,49,22
2020-04-25,강동구,0.015,0.055,0.4,0.003,57,23
2020-04-25,강북구,0.013,0.037,0.4,0.003,65,23
2020-04-25,강서구,0.014,0.05,0.4,0.004,58,22
2020-04-25,관악구,0.015,0.053,0.5,0.003,58,21
2020-04-25,광진구,0.013,0.049,0.5,0.004,65,24
2020-04-25,구로구,0.013,0.063,0.4,0.003,70,29
2020-04-25,금천구,0.015,0.044,0.4,0.003,52,22
2020-04-25,노원구,0.017,0.061,0.4,0.003,62,24
2020-04-25,도봉구,0.016,0.055,0.3,0.004,59,22
2020-04-25,동대문구,0.015,0.054,0.4,0.003,52,19
2020-04-25,동작구,0.012,0.042,0.4,0.003,62,24
2020-04-25,마포구,0.017,0.049,0.4,0.003,55,22
2020-04-25,서대문구,0.011,0.058,0.5,0.003,73,25
2020-04-25,서초구,0.014,0.066,0.3,0.004,70,30
2020-04-25,성동구,0.015,0.062,0.4,0.003,52,24
2020-04-25,성북구,0.02,0.052,0.3,0.003,63,23
2020-04-25,송파구,0.016,0.062,0.4,0.003,58,24
2020-04-25,양천구,0.015,0.05,0.4,0.004,59,21
2020-04-25,영등포구,0.015,0.054,0.4,0.003,54,21
2020-04-25,용산구,0.013,0.049,0.4,0.003,65,24
2020-04-25,은평구,0.011,0.065,0.3,0.004,68,23
2020-04-25,종로구,0.015,0.045,0.4,0.004,55,22
2020-04-25,중구,0.015,0.043,0.4,0.003,50,23
2020-04-25,중랑구,0.018,0.048,0.5,0.003,60,23
2020-04-26,강남구,0.011,0.042,0.4,0.002,26,15
2020-04-26,강동구,0.012,0.037,0.3,0.002,32,17
2020-04-26,강북구,0.007,0.03,0.3,0.002,32,14
2020-04-26,강서구,0.009,0.039,0.3,0.004,29,13
2020-04-26,관악구,0.012,0.037,0.4,0.003,30,14
2020-04-26,광진구,0.009,0.035,0.4,0.003,29,11
2020-04-26,구로구,0.011,0.045,0.3,0.003,30,17
2020-04-26,금천구,0.014,0.031,0.4,0.003,27,15
2020-04-26,노원구,0.012,0.044,0.4,0.002,31,16
2020-04-26,도봉구,0.011,0.042,0.2,0.003,29,11
2020-04-26,동대문구,0.01,0.039,0.3,0.003,26,11
2020-04-26,동작구,0.012,0.031,0.3,0.003,34,15
2020-04-26,마포구,0.015,0.033,0.4,0.003,29,14
2020-04-26,서대문구,0.009,0.038,0.5,0.004,31,14
2020-04-26,서초구,0.012,0.047,0.2,0.003,28,15
2020-04-26,성동구,0.01,0.045,0.3,0.003,28,15
2020-04-26,성북구,0.014,0.038,0.2,0.003,29,11
2020-04-26,송파구,0.015,0.042,0.4,0.003,31,15
2020-04-26,양천구,0.012,0.039,0.4,0.004,30,14
2020-04-26,영등포구,0.01,0.039,0.3,0.003,27,13
2020-04-26,용산구,0.01,0.033,0.4,0.002,33,15
2020-04-26,은평구,0.009,0.042,0.2,0.003,29,12
2020-04-26,종로구,0.01,0.035,0.3,0.004,28,14
2020-04-26,중구,0.009,0.034,0.3,0.003,25,15
2020-04-26,중랑구,0.012,0.034,0.4,0.002,30,14
2020-04-27,강남구,0.022,0.039,0.4,0.003,28,17
2020-04-27,강동구,0.021,0.034,0.4,0.003,33,17
2020-04-27,강북구,0.012,0.029,0.4,0.002,33,16
2020-04-27,강서구,0.018,0.036,0.4,0.004,32,16
2020-04-27,관악구,0.024,0.034,0.4,0.003,34,15
2020-04-27,광진구,0.022,0.027,0.5,0.004,35,15
2020-04-27,구로구,0.023,0.039,0.3,0.003,38,23
2020-04-27,금천구,0.022,0.03,0.4,0.003,31,18
2020-04-27,노원구,0.019,0.043,0.4,0.003,31,17
2020-04-27,도봉구,0.017,0.042,0.3,0.003,28,13
2020-04-27,동대문구,0.019,0.037,0.4,0.003,28,13
2020-04-27,동작구,0.017,0.031,0.3,0.003,37,19
2020-04-27,마포구,0.025,0.031,0.4,0.003,31,15
2020-04-27,서대문구,0.016,0.036,0.6,0.004,35,16
2020-04-27,서초구,0.024,0.042,0.3,0.005,40,26
2020-04-27,성동구,0.024,0.034,0.4,0.003,32,18
2020-04-27,성북구,0.021,0.037,0.2,0.003,31,14
2020-04-27,송파구,0.029,0.034,0.4,0.003,34,17
2020-04-27,양천구,0.023,0.034,0.4,0.004,35,17
2020-04-27,영등포구,0.023,0.033,0.4,0.003,31,15
